population_size,poverty_rate,mammogram_rate,uninsured_rate,prim_care_phys_rate,community_health_center_ind
38407,11.9,-1111.1,17.8,28.6,2
72654,14.7,-1111.1,24.1,17.9,2
1617,21.3,-1111.1,0.9,0,2
4017,10.6,-1111.1,2,49.8,2
3802,13.5,-1111.1,2.2,0,2
6192,23.6,-1111.1,3.3,32.3,2
2431,23.7,-1111.1,1.7,0,2
6267,13.6,-1111.1,3.8,63.8,2
2412827,17.3,76.1,1,77.9,1
13692,21.7,-1111.1,4.9,43.8,1
18501,19.3,-1111.1,9.3,10.8,1
5458,19.4,-1111.1,2.2,0,1
636557,6.5,-1111.1,226.4,61.4,2
19596,19.3,-1111.1,7.2,20.4,2
2450,26.8,-1111.1,1,0,2
9758,33.4,-1111.1,4.2,41,1
3850,17.4,-1111.1,1.8,26,2
12033,26.5,-1111.1,4.3,0,1
18186,18.9,-1111.1,7.2,38.5,1
131941,15.5,-1111.1,57.7,95.5,2
1952,22.2,-1111.1,1.6,51.2,2
148186,9.8,-1111.1,62.6,45.9,1
742062,25.2,72.2,423.7,63.3,1
35870,18.8,-1111.1,19.6,64.1,2
16900,24.2,-1111.1,6.6,17.8,2
33229,16.3,-1111.1,11.5,15,1
22698,11.9,-1111.1,9.8,30.8,2
3912,15.6,-1111.1,2,25.6,2
6455,21.9,-1111.1,2.9,93,2
1361,17.5,-1111.1,0.7,0,2
532141,8,-1111.1,224.6,77,1
11001,15.4,-1111.1,4.8,36.4,2
18923,14.5,-1111.1,7.3,15.9,2
16163,28.2,-1111.1,6,43.3,1
15081,17.2,-1111.1,9.1,19.9,2
288239,11.9,-1111.1,112.1,144,1
4628,22.1,-1111.1,2.1,21.6,2
23782,9.6,-1111.1,11.7,134.6,2
1212,9,-1111.1,0.8,0,2
7152,14.2,-1111.1,3.2,0,2
19155,19.2,-1111.1,9.5,41.8,1
22248,14.7,-1111.1,8.2,58.4,2
118804,12.3,-1111.1,47,57.2,2
117528,14.1,-1111.1,46.2,82.5,1
25895,15,-1111.1,11,23.2,1
117172,10.6,-1111.1,46.5,34.1,1
35234,19.1,-1111.1,14.9,31.2,1
3400,24.6,-1111.1,2.2,29.4,2
8092,13.6,-1111.1,3.6,86.5,2
5280,12,-1111.1,3.1,0,2
3984,17.6,-1111.1,1.6,50.2,2
52143,13.2,-1111.1,18.3,24.9,1
3984349,15.3,75.5,2,81.6,1
63594,14.8,-1111.1,26.9,33,1
5162,10.4,-1111.1,1.7,0,2
5216,22.2,-1111.1,2.4,19.2,2
149476,14.2,-1111.1,62.4,46.8,1
3472,8.7,-1111.1,1.7,115.2,2
78814,15.4,-1111.1,32.9,40.6,2
726604,34.8,-1111.1,403.1,55.2,1
35637,16.3,-1111.1,16.8,39.3,2
22205,17.6,-1111.1,10.3,58.5,1
50573,10.1,-1111.1,19.7,45.5,2
33804,15.8,-1111.1,16,62.1,2
22698,26.1,-1111.1,7.7,30.8,2
32537,21.2,-1111.1,10.6,58.4,2
3137,30.1,-1111.1,2.6,31.9,2
82805,14.4,-1111.1,33.5,33.8,1
21512,11.7,-1111.1,8.7,46.5,2
1699,9.4,-1111.1,0.9,0,2
8793,14.9,-1111.1,3.3,45.5,2
14146,13.4,-1111.1,5.9,21.2,2
34374,20.5,-1111.1,12,64,2
2275,12.2,-1111.1,1.6,44,2
243090,17.3,-1111.1,93.9,74.5,1
5016,22.8,-1111.1,2.1,39.9,1
41069,21.6,-1111.1,18.8,36.5,1
153630,9.4,-1111.1,61.5,35.1,2
19197,23.6,-1111.1,5.2,20.8,2
15051,27.5,-1111.1,4.8,26.6,1
100527,9.9,-1111.1,41.2,30.8,1
32886,7.7,-1111.1,14.4,69.9,2
388,16.4,-1111.1,0.3,0,2
708,11.4,-1111.1,0.4,0,2
48269,13.3,-1111.1,18.9,95.3,2
4432,17.4,-1111.1,2.3,45.1,2
281,12.3,-1111.1,0.1,0,2
3233,21.5,-1111.1,1.6,0,1
30739,24.2,-1111.1,14,61.8,1
3393,21.1,-1111.1,1.9,29.5,2
49286,17.4,-1111.1,16.6,58.8,2
13585,21.3,-1111.1,6.5,29.4,2
21197,14.7,-1111.1,9.8,42.5,2
5861,29.1,-1111.1,2.1,0,1
18652,13.1,-1111.1,7.4,59,2
16400,12.9,-1111.1,7.3,18.3,2
16859,14.8,-1111.1,7.9,17.8,1
75333,16.3,-1111.1,30.8,23.9,1
22192,18.1,-1111.1,8.2,36,2
2981,12.2,-1111.1,1.8,0,2
11247,17.8,-1111.1,4.4,0,2
18400,12.8,-1111.1,6.8,108.7,2
42,14.3,-1111.1,0,0,2
264418,15.7,80,132,116.5,1
5783,19.6,-1111.1,2.9,34.6,2
7943,22.7,-1111.1,3.4,62.9,2
230213,20.1,-1111.1,105.7,78.2,1
837,13.6,-1111.1,0.6,0,2
13382,21.8,-1111.1,5,22.4,1
10544,21.6,-1111.1,4.2,9.5,1
4513,15.9,-1111.1,2.3,44.3,2
3882,13.9,-1111.1,2.7,0,1
37265,18,-1111.1,17.2,67.1,1
52279,26.5,-1111.1,28.7,40.2,1
44275,16.8,-1111.1,19.7,38.4,1
2138,20.8,-1111.1,1.3,46.8,1
129494,10.1,-1111.1,58,60.2,1
24892,16.5,-1111.1,10.2,32.1,2
4998,18.3,-1111.1,2.6,40,2
9230,26.2,-1111.1,2.8,32.5,2
19716,14.2,-1111.1,7.8,45.6,2
429953,9.4,-1111.1,197.3,67,1
20308,13.6,-1111.1,12.4,34.5,2
12915,17.6,-1111.1,4.3,23.2,2
1260,19,-1111.1,0.7,0,1
62768,21.3,-1111.1,30.2,78.1,1
49456,18.5,-1111.1,22.6,38.4,2
13752,22.3,-1111.1,5.2,29.1,1
14879,20.7,-1111.1,5,26.9,2
322077,17.4,-1111.1,130.6,104,1
9613,12,-1111.1,5.2,31.2,2
2062,13.5,-1111.1,1.1,0,2
83022,13.6,-1111.1,23.5,27.7,1
27486,14,-1111.1,11.7,50.9,2
23084,13.9,-1111.1,8.9,30.3,2
111776,10.3,-1111.1,43.5,27.7,2
9224,14.2,-1111.1,5.7,32.5,2
16307,20.5,-1111.1,8,42.9,1
46144,15.5,-1111.1,18.1,56.3,2
120918,22.5,-1111.1,46.2,124.9,1
7467,21.3,-1111.1,4.7,26.8,1
11204,15.6,-1111.1,5.6,17.9,2
114546,7.8,-1111.1,44.8,82.9,2
3086,9,-1111.1,1.8,32.4,2
2875,18.8,-1111.1,1.5,0,1
12955,18.8,-1111.1,4.4,23.2,2
11062,27.5,-1111.1,4.6,18.1,2
7350,15.5,-1111.1,2.9,27.2,2
833,6.7,-1111.1,0.4,0,2
15693,20.5,-1111.1,7,6.4,1
77633,6.2,-1111.1,31.6,59.3,2
10273,18.4,-1111.1,4.3,38.9,2
48887,15.9,-1111.1,19.7,36.8,1
10062,15.6,-1111.1,3.4,39.8,1
8576,24.2,-1111.1,3.1,35,2
24882,19.1,-1111.1,11.4,8,1
68399,17.1,-1111.1,27.6,20.5,1
5881,21.2,-1111.1,2.8,0,2
2819,14.6,-1111.1,1.7,70.9,2
15973,18.3,-1111.1,5.7,68.9,2
3105,11.5,-1111.1,1.7,64.4,1
26529,23.5,-1111.1,12.7,37.7,1
2930,14.2,-1111.1,2.2,0,2
201277,13.1,-1111.1,87.5,113.8,1
7942,9.4,-1111.1,3.7,113.3,2
62249,36.8,-1111.1,31.8,20.9,1
9585,17.5,-1111.1,3.8,52.2,1
1257,11.5,-1111.1,0.7,0,2
1440,16.7,-1111.1,0.8,0,2
4270,11.4,-1111.1,2.3,46.8,2
7654,19.6,-1111.1,3.1,39.2,2
1750091,12.1,82.7,805.6,56.1,1
126791,16,-1111.1,48.8,78.9,2
924,20.3,-1111.1,0.7,0,1
12135,25,-1111.1,5.2,41.2,2
1667,14.3,-1111.1,0.9,60,2
29793,15.2,-1111.1,15.7,60.4,2
107864,14.7,-1111.1,40.9,68.6,1
998543,14.4,81.1,475,92.6,1
14147,20.8,-1111.1,6.2,28.3,2
20470,20.2,-1111.1,6.6,34.2,2
38331,14.5,-1111.1,14.3,23.5,1
3149,14.8,-1111.1,1.9,31.8,2
26461,23.8,-1111.1,12,52.9,1
48053,20.5,-1111.1,23.6,39.5,1
52197,15.5,-1111.1,24,9.6,2
86755,15.4,-1111.1,31.3,81.8,2
64212,23.5,-1111.1,23.2,40.5,2
35995,15.5,-1111.1,18.8,11.1,1
10549,16.4,-1111.1,4.3,28.4,2
32244,13.6,-1111.1,12.4,52.7,1
236941,26.6,-1111.1,169.4,38.4,1
40791,16.3,-1111.1,19.9,58.8,1
4772,12,-1111.1,2.7,83.8,2
127321,13.9,-1111.1,44.7,100.5,1
13782,15.9,-1111.1,5,58,2
20600,30.6,-1111.1,8.9,29.1,1
394193,6.2,84.4,123.5,61.9,1
40398,11.1,-1111.1,18,22.3,1
6675,14.5,-1111.1,3.3,0,2
58506,9.7,-1111.1,26.6,35.9,2
42461,14.5,-1111.1,17.4,37.7,2
7571,12.9,-1111.1,4.4,39.6,2
17579,15.2,-1111.1,7.1,68.3,2
13847,26.2,-1111.1,8.5,14.4,1
11678,33.5,-1111.1,4.6,42.8,1
6162,9.7,-1111.1,2.4,81.1,2
49015,7.8,81.1,11.9,36.7,1
112616,11.8,80.6,38.7,48.8,1
19549,13.3,73.3,4.1,66.5,1
938,7.9,-1111.1,0.3,0,2
295332,6.1,79.3,62.9,56.5,1
16861,12.4,-1111.1,5,53.4,2
10510,12,-1111.1,3,0,1
4658,10.9,-1111.1,1.5,21.5,1
9589,14.2,-1111.1,3.1,104.3,2
44540,15.3,-1111.1,15.3,42.7,2
9983,10.1,-1111.1,2.3,60.1,2
6577,10,-1111.1,2,45.6,2
12082,12.7,-1111.1,4.4,66.2,2
8669,4,-1111.1,2.7,57.7,2
1404,16.7,-1111.1,0.6,0,2
2205,9,-1111.1,0.9,0,1
1022651,8.8,77.3,303.5,95,1
15055,28.1,-1111.1,4.7,19.9,1
25520,15.3,-1111.1,8.5,70.5,2
20014,11.4,-1111.1,5.1,35,2
36100,5.4,80.6,13.7,121.9,2
56941,7.2,70.5,13.9,29.9,2
29885,10.1,70.4,10.3,46.8,2
530837,11.8,67.2,159.5,48.4,1
21066,5.9,76.1,7.1,57,2
137589,9.6,75.3,46.5,49.4,1
2589,13,-1111.1,0.9,0,1
227487,10.5,72.8,60.3,53.6,1
36617,9.5,84.6,7.8,131.1,2
36382,12.2,80.6,8.4,109.9,2
30470,11.8,78.2,7.1,98.5,1
152782,9.6,81.3,33,239.6,1
6500,14.8,72.7,1.4,46.2,1
47949,9.9,78.9,9.5,58.4,1
7729,8.4,76.3,2.1,38.8,1
24833,10.1,82.9,8.6,92.6,1
28917,10.9,81.7,7.1,86.5,1
27189,14.3,80.8,7.3,88.3,2
63331,11.6,80.6,13.5,91.6,1
58829,9.7,83.7,10.7,112.2,1
43176,9.8,74.6,8.8,127.4,1
56566,9.3,80.2,11.4,143.2,1
38180,20.6,83.5,14.7,28.8,1
94075,6.8,92.2,28.9,209.4,1
16202,12.6,-1111.1,3.9,61.7,2
12808,9.6,-1111.1,4.4,7.8,1
32539,12.5,-1111.1,7.1,21.5,1
14501,13,-1111.1,4.2,27.6,2
209969,6.7,-1111.1,75.5,119.5,1
71250,8.2,-1111.1,17.4,57.5,2
4544,9.6,-1111.1,1.6,66,2
66831,7.7,-1111.1,19.4,62.8,2
6918,14.6,-1111.1,1.7,28.9,1
32261,6.4,-1111.1,7.4,43.4,2
17580,22.2,-1111.1,3.7,22.8,1
23521,23,-1111.1,6.7,34,1
15977,19.4,-1111.1,4.4,25,1
53030,12.1,-1111.1,13.2,17,2
27632,9.3,-1111.1,8.1,18.1,1
29158,15.7,-1111.1,9.6,78.9,1
7212,11.2,-1111.1,2.3,27.7,1
12248,17.2,-1111.1,4,40.8,1
303469,5.8,81.4,76.6,111.4,2
14458,7.6,-1111.1,3.4,48.4,2
5087,11.2,-1111.1,1.6,0,1
46203,8.1,-1111.1,14.2,41.1,2
9670,15.8,-1111.1,2.9,20.7,2
16405,21.8,-1111.1,5.1,48.8,1
26082,11.3,-1111.1,5.9,15.3,1
11091,13,-1111.1,2.7,54.1,2
1015302,4.9,79.8,297.1,132.5,2
66839,6.1,-1111.1,19.6,50.9,2
14821,11.9,-1111.1,5.4,40.5,1
25544,6.7,-1111.1,6.5,70.5,2
51477,13.2,-1111.1,15,56.3,1
73898,7.3,86.5,17.8,44.7,1
17249,12.5,-1111.1,4.4,52.2,2
38656,9.1,-1111.1,13,49.2,2
20956,6.4,-1111.1,5.5,81.1,2
15969,17.7,-1111.1,5.5,25,1
17964,7.3,-1111.1,6,39,2
11955,24.1,-1111.1,1.8,75.3,2
35412,19.5,-1111.1,8.5,56.5,2
99716,4.6,-1111.1,19.7,78.2,2
292599,8.4,85.6,69.9,128.8,1
55316,16.2,-1111.1,17.1,56,1
2426,12.8,-1111.1,1,82.4,1
35472,7.8,-1111.1,8.2,53.6,2
62414,6,88.5,13.5,153.8,2
6830,12.3,-1111.1,2,43.9,2
23170,6.2,-1111.1,6.7,17.3,2
16040,6.5,-1111.1,3.8,37.4,1
11466,13.2,-1111.1,3.5,113.4,2
23448,23.3,-1111.1,6.1,59.7,1
289995,3.1,82.6,58,82.4,1
32716,9.6,-1111.1,9.5,18.3,1
12941,21.5,-1111.1,3.4,30.9,1
13639,10.7,-1111.1,5.2,66,2
9038,8.7,-1111.1,2.8,55.3,1
32162,17.4,83.3,8.4,65.3,1
10585,12.4,-1111.1,3.7,122.8,2
89967,20.6,-1111.1,39.2,66.7,2
15321,13.2,-1111.1,4.8,65.3,1
17825,5.6,-1111.1,5,28.1,2
13415,19.5,89.7,4.6,119.3,1
12915,13,-1111.1,4.1,162.6,2
15892,20.6,-1111.1,3.8,50.3,2
33139,8.2,-1111.1,8.6,81.5,2
24164,14.2,-1111.1,7.4,37.2,2
18844,17.1,-1111.1,6.3,31.8,2
61123,14.4,83,17.1,4.9,1
28006,5.8,-1111.1,8.3,46.4,2
21823,23.7,-1111.1,4.8,68.7,1
36089,10.5,-1111.1,8.8,16.6,1
364734,5.3,88.1,106.1,46.1,1
34987,15.4,-1111.1,7.3,60,2
7158,8.2,-1111.1,2.9,41.9,2
9144,18.4,-1111.1,2.2,0,2
90867,6.5,79.3,21.9,144.2,2
21570,11.6,-1111.1,6.4,97.4,2
74394,9.2,-1111.1,23.8,24.2,2
28831,19.4,-1111.1,7.5,38.2,2
22850,17.3,-1111.1,5.7,43.8,1
40777,9.8,-1111.1,11.8,56.4,2
31905,18.1,-1111.1,8.8,72.1,1
18480,17.5,-1111.1,4.2,5.4,1
120031,6.4,-1111.1,27.3,50,2
121736,4.8,-1111.1,29.2,32.9,2
7128,11.6,-1111.1,1.8,14,1
12148,20.7,-1111.1,2.4,24.7,1
43787,17.6,-1111.1,12.1,114.2,1
36663,10.1,-1111.1,9.4,54.6,2
53038,14.2,-1111.1,14.7,81.1,1
17462,14.7,-1111.1,5.5,11.5,1
41703,21.5,-1111.1,9.2,69.5,1
28769,14,-1111.1,7.5,79.9,1
61027,4.4,-1111.1,15.6,114.7,2
143885,8,81.4,44.5,113.3,1
6312,18,-1111.1,1,0,2
17424,21.3,-1111.1,2.6,0,1
6471,13.3,-1111.1,1,30.9,2
41487,21.8,-1111.1,16.9,621.9,2
220111,7.9,84.1,48.1,95.4,2
17768,7.4,-1111.1,4.5,152,2
6120,15.2,-1111.1,1.5,32.7,2
44660,20.8,-1111.1,8.2,103,1
5643,20.7,-1111.1,1.1,0,1
23844,5.6,-1111.1,7.3,67.1,2
11169,3.1,-1111.1,2.2,358.1,2
8877,19.4,-1111.1,1.7,202.8,2
22818,15.4,-1111.1,5,184.1,1
6808,20.7,-1111.1,2.2,161.6,2
145494,14.2,-1111.1,30.6,51.5,1
44015,28.8,-1111.1,18.8,147.7,1
23142,17.9,-1111.1,4,77.8,2
7003,22.4,-1111.1,1.5,57.1,2
72596,19.8,85.4,13.9,154.3,1
35205,8.7,-1111.1,13.3,161.9,1
11319,6.3,-1111.1,3.6,0,2
14543,23.1,-1111.1,2.8,89.4,1
179614,13.2,-1111.1,41.3,91.9,1
234220,19.5,85.2,55.3,148.2,1
3702,20.8,-1111.1,0.6,459.2,2
32916,20.1,-1111.1,5.4,85.1,1
11829,4.4,-1111.1,2.4,50.7,2
100577,17.9,88.8,17.5,72.6,1
16125,26.7,-1111.1,6,142.6,2
202002,25.1,83,51.9,152,1
92967,17.8,73.5,17.9,119.4,1
25449,9.3,-1111.1,3.8,153.2,2
23967,13.2,-1111.1,4.1,83.4,2
82302,10.8,89.7,20.7,115.4,1
433746,7,79.8,111.9,85.1,1
21953,13.3,-1111.1,5.1,86.5,2
12481,18.7,-1111.1,2.4,8,2
25897,12.8,-1111.1,6.4,297.3,1
17285,17.9,-1111.1,6,52.1,1
21420,16.3,-1111.1,3.6,79.4,2
163058,12.5,76.2,37.1,78.5,1
71540,12,75.3,19.6,121.6,1
71021,13.6,71.7,16.8,101.4,2
424733,9.9,80.5,95.4,72,1
3990,14.4,-1111.1,0.8,75.2,2
101254,14.8,-1111.1,20,82,1
36653,13.1,89.3,12.5,38.2,2
7353,21.1,-1111.1,2.1,27.2,1
72783,17.4,-1111.1,24.1,41.2,1
2060,14.1,82.6,0.6,0,2
84697,16.1,81.4,30,54.3,1
71342,15.9,-1111.1,17.8,39.2,1
81424,8.2,80.2,20,52.8,1
29542,12.4,78.9,7.3,88,2
1875519,9.2,82.5,422.6,145,1
239769,10.1,81.3,51.5,73,1
38951,17,-1111.1,13.3,66.8,1
20377,16.8,-1111.1,5.5,68.7,2
74132,13.4,64.2,19.6,55.3,1
10344,12.9,85.1,2.9,29,2
57846,14.2,-1111.1,13.3,25.9,2
40033,19.6,-1111.1,14.4,89.9,1
21271,16.3,-1111.1,5.6,28.2,1
12859,18.8,-1111.1,3.2,46.7,1
785639,11.3,79.1,183.1,76.8,1
15294,8.9,81.3,6.1,111.2,2
118000,11.4,77.5,31.8,106.8,1
10794,12.2,-1111.1,3.2,9.3,2
683655,8,80.4,159.6,55.1,1
462677,13.9,80.9,106,92.1,1
42050,15,-1111.1,9.9,64.2,1
245181,9.7,78.4,49,104.8,1
4133,11.1,-1111.1,1.1,24.2,2
57788,17.7,-1111.1,15.5,131.5,1
196529,14.3,81.7,59.1,95.7,1
41664,23.7,88.7,18.7,81.6,2
234564,18.6,79.3,82,77.6,1
15600,21.3,-1111.1,4.9,32.1,1
102044,11.2,79.5,30.5,50,1
24977,21.3,-1111.1,6.5,20,1
14700,21.1,-1111.1,4.9,20.4,1
23520,11.8,83.5,5.9,17,1
94631,20.6,77.1,25.8,206.1,1
7212,21.3,-1111.1,3.1,0,1
10075,24.7,-1111.1,3.2,19.9,1
7201,21.3,-1111.1,2.7,13.9,1
46341,20.2,73,12.9,56.1,1
6873,24.3,-1111.1,2.7,43.6,1
12047,15.8,-1111.1,4.1,58.1,1
34567,17.6,78.8,11.3,60.8,1
22574,14.9,-1111.1,8.5,35.4,2
30008,14.6,-1111.1,8.4,80,1
13591,13.9,-1111.1,5,14.7,1
68853,17.9,80.2,19.7,104.6,1
28157,15.8,-1111.1,8.3,10.7,1
51615,9.9,79.9,16.8,54.2,1
191018,15.8,80.8,53.9,135.6,1
17281,19,-1111.1,5.3,52.1,2
22386,24.4,-1111.1,6.6,17.9,1
35525,23.1,-1111.1,9.5,78.8,1
22707,32.8,-1111.1,6.1,52.8,1
56496,18.8,74.6,20,60.2,1
32766,16.9,-1111.1,8.7,39.7,2
25678,18.1,84.8,5.2,58.4,2
61500,22,74.8,16.3,66.7,1
26795,13.8,-1111.1,8.5,33.6,2
26352,24.6,-1111.1,6.8,30.4,1
88221,16.3,82.9,37.7,215.4,1
13739,17,-1111.1,5.5,14.6,1
16325,12.1,-1111.1,6.1,30.6,1
26137,18.1,-1111.1,8.6,76.5,1
44106,15.7,-1111.1,15,181.4,1
7582,14,-1111.1,3.1,52.8,1
7150,13.2,-1111.1,2,28,1
8472,16.8,-1111.1,3.1,23.6,1
30285,16.6,-1111.1,10.9,26.4,1
55488,9,-1111.1,15.4,79.3,1
79357,19.6,75.3,19.8,89.5,1
28264,17.7,81,8.4,84.9,1
10308,17.1,-1111.1,3.9,19.4,1
15169,21.6,-1111.1,4.3,26.4,1
13017,25.4,-1111.1,3.4,46.1,1
16158,17.2,-1111.1,5,37.1,1
6877,15.9,-1111.1,2.7,43.6,1
8841,16.6,-1111.1,2.6,33.9,2
23582,20.8,-1111.1,7.3,42.4,1
41082,17.6,-1111.1,11.2,56,1
9394,27.9,-1111.1,3.1,21.3,1
16329,17.6,-1111.1,4.7,55.1,2
5757,19.1,-1111.1,2.1,34.7,1
86204,16.2,84.1,22.4,76.6,1
23534,22.3,-1111.1,6.6,17,1
20325,13.6,-1111.1,3.7,19.7,2
16295,14.9,-1111.1,3.5,159.6,1
45590,11.6,-1111.1,8,105.3,1
14926,12.1,-1111.1,4.1,40.2,1
245018,8.8,84.4,37.1,76.7,1
13741,10,-1111.1,2.7,36.4,2
16196,14.1,-1111.1,3.6,30.9,2
44727,5.2,-1111.1,6.2,20.1,2
60456,10.9,-1111.1,9.4,77.7,1
33553,13.7,-1111.1,7.7,29.8,1
55196,7.5,-1111.1,7.7,67,2
16885,12,-1111.1,2.5,65.1,2
482705,11.1,80.7,100.6,160.1,1
87912,7.9,-1111.1,12.4,62.6,2
27771,8.8,-1111.1,5.5,86.4,2
43774,11.7,-1111.1,7.9,34.3,1
42688,14.2,-1111.1,7.8,49.2,2
98286,11.8,-1111.1,17.6,139.4,2
4652,12.5,-1111.1,1.1,21.5,2
99453,8,71.8,14.3,69.4,2
9846,15.7,-1111.1,2.4,30.5,2
49238,12.8,-1111.1,9.8,46.7,2
36090,7.7,-1111.1,5.8,66.5,2
18566,8.9,-1111.1,3.5,70,2
23604,8,-1111.1,4.8,50.8,2
6197,13.7,-1111.1,1.4,32.3,2
19904,12.6,-1111.1,3.6,105.5,2
80792,7.5,-1111.1,13,50.7,2
26633,13.2,-1111.1,4.1,60.1,2
164465,9.7,81.2,25.5,49.3,1
20388,7.8,-1111.1,3.3,29.4,2
112627,12,89.3,18,174,2
15871,9.2,-1111.1,4.2,37.8,1
20165,12.6,-1111.1,3.4,59.5,1
29499,9.2,-1111.1,4.5,74.6,1
80641,8.6,77.2,13.4,73.2,2
130962,7.9,79.8,23.3,92.4,1
42288,12.3,-1111.1,6.6,73.3,2
15060,10.9,-1111.1,3,13.3,2
4571,25.2,-1111.1,0.8,65.6,2
953328,17,83.3,164.8,108.8,1
43350,12.8,-1111.1,7,57.7,1
37529,10.7,-1111.1,6.4,32,1
36031,10.3,-1111.1,5.8,144.3,2
174993,6.9,83.6,30.6,89.7,1
85874,4.2,83.2,12.6,146.7,2
7357,9.7,-1111.1,1.7,54.4,2
40254,8.6,-1111.1,7,47.2,2
44270,9.6,-1111.1,8.2,85.8,2
68744,11.3,-1111.1,12.3,69.8,2
14278,12.1,-1111.1,2.7,56,1
199510,10.3,82.4,31.5,64.7,1
17982,11.5,-1111.1,3.1,72.3,2
160213,11.3,84.3,22.7,85.5,1
14389,14.2,-1111.1,2.3,55.6,1
82487,5.2,-1111.1,12.1,49.7,2
59013,8,-1111.1,9.2,96.6,2
17117,15.3,-1111.1,4.3,93.5,1
40972,10.3,-1111.1,8,48.8,2
114561,7.4,-1111.1,17.7,61.1,2
19308,12.1,-1111.1,3.2,41.4,2
27790,9.6,-1111.1,5.5,39.6,2
29090,14.4,-1111.1,5.4,79.1,2
21919,11.5,-1111.1,5.9,54.7,2
100749,10.3,-1111.1,21.4,47.6,2
16712,12.2,-1111.1,3.1,71.8,1
129477,4.9,-1111.1,16.2,51.7,2
380629,4.1,83.6,46.2,149.2,2
51858,9.6,-1111.1,8.3,59.8,2
24760,11.7,-1111.1,5.5,40.4,1
162111,7.9,86.4,23.3,88.2,1
73756,8,80.3,9.5,227.8,1
32758,16.8,69.7,13.4,82.4,2
11322,11.4,69.3,3.9,53,1
41473,5.8,75.4,9.2,65.1,2
15624,9.8,67.5,4.4,44.8,2
13267,8.5,76.1,3,75.4,2
6457,7.5,71.6,2,46.5,2
38113,13.5,67.7,11.4,91.8,1
12072,15.6,72.3,3.2,91.1,2
4622,12.2,72,1.1,86.5,2
8464,8.3,78.3,2.4,82.7,2
87542,10.2,80.9,20.9,84.5,1
16631,7.4,67.1,4.7,48.1,2
73129,8.8,73.3,17.5,82,1
2428,12.6,-1111.1,0.8,0,2
27574,10.5,71.1,7.4,108.8,1
8294,10.7,72.1,2.3,72.3,2
28662,9.7,71.8,8.2,55.8,2
8456,4.7,69.2,2.9,82.8,2
39944,5.8,71.8,12.3,47.6,2
20376,4.4,77.1,8.1,127.6,2
20617,8.9,72.2,5.2,58.2,2
7821,10.8,69.6,2,38.4,1
7022,9.2,67,1.7,42.7,2
